,ID,Fuel Type Code,Access Code,Geocode Status,Latitude,Longitude,City,State,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Connector Types,EV Pricing,CNG Dispenser Num,LPG Nozzle Types
3449,44359,ELEC,private,200-9,41.40859,-74.413372,New Hampton,NY,,1.0,,J1772,,,
3450,44360,ELEC,public,200-8,40.919104,-73.776645,New Rochelle,NY,,1.0,1.0,CHADEMO J1772 J1772COMBO,Free,,
3451,44361,ELEC,private,200-8,40.919104,-73.776645,New Rochelle,NY,,1.0,,J1772,,,
3487,44429,ELEC,public,GPS,41.190701,-73.166282,Bridgeport,CT,,2.0,,J1772,Free,,
3488,44431,ELEC,public,200-9,41.997574,-72.574713,Enfield,CT,,1.0,,J1772,,,
3489,44432,ELEC,private,200-9,41.997574,-72.574713,Enfield,CT,,1.0,,J1772,,,
3490,44434,ELEC,private,200-9,41.167407,-73.233711,Fairfield,CT,,1.0,,J1772,,,
3491,44435,ELEC,public,GPS,41.791382,-72.656681,Hartford,CT,,1.0,1.0,CHADEMO J1772,,,
3492,44436,ELEC,private,GPS,41.791382,-72.656681,Hartford,CT,,1.0,,J1772,,,
3493,44437,ELEC,public,200-9,41.814316,-72.507845,Manchester,CT,,2.0,,J1772,,,
3494,44438,ELEC,private,200-9,41.814316,-72.507845,Manchester,CT,,1.0,,J1772,Free,,
3495,44439,ELEC,public,200-9,41.568122,-73.098764,Middlebury,CT,,1.0,,J1772,,,
3496,44440,ELEC,private,200-9,41.568122,-73.098764,Middlebury,CT,,1.0,,J1772,,,
3497,44441,ELEC,public,GPS,41.59054,-72.676141,Middletown,CT,,3.0,1.0,CHADEMO J1772,,,
3498,44442,ELEC,private,GPS,41.59054,-72.676141,Middletown,CT,,1.0,,J1772,,,
3499,44443,ELEC,public,200-9,41.209761,-73.083686,Milford,CT,,1.0,,J1772,,,
3500,44444,ELEC,private,200-9,41.209761,-73.083686,Milford,CT,,1.0,,J1772,,,
3501,44447,ELEC,public,GPS,41.360892,-72.870997,North Haven,CT,,1.0,1.0,CHADEMO J1772,,,
3502,44448,ELEC,private,GPS,41.360892,-72.870997,North Haven,CT,,1.0,,J1772,,,
3503,44449,ELEC,private,200-9,41.728247,-72.188445,North Windham,CT,,3.0,,J1772,,,
3504,44450,ELEC,public,GPS,41.309276,-72.383105,Old Saybrook,CT,,1.0,1.0,CHADEMO J1772,,,
3505,44453,ELEC,private,GPS,41.299792,-73.106051,Shelton,CT,,1.0,,J1772,,,
3506,44457,ELEC,public,200-9,41.467376,-72.817586,Wallingford,CT,,1.0,1.0,CHADEMO J1772 J1772COMBO,,,
3507,44458,ELEC,private,200-9,41.467376,-72.817586,Wallingford,CT,,1.0,,J1772,,,
3508,44459,ELEC,public,GPS,41.307602,-72.968506,West Haven,CT,,2.0,1.0,CHADEMO J1772,,,
3509,44460,ELEC,private,GPS,41.307602,-72.968506,West Haven,CT,,1.0,,J1772,,,
3510,44461,ELEC,public,GPS,41.820371,-72.869319,West Simsbury,CT,,1.0,,J1772,Free,,
3511,44462,ELEC,private,GPS,41.820371,-72.869319,West Simsbury,CT,,1.0,,J1772,,,
3512,44463,ELEC,private,GPS,41.258992,-73.435546,Wilton,CT,,1.0,,J1772,,,
3513,44464,ELEC,public,GPS,41.258992,-73.435546,Wilton,CT,,1.0,1.0,CHADEMO J1772,,,
3515,44467,ELEC,public,200-9,41.728247,-72.188445,North Windham,CT,,1.0,,J1772,,,
3545,44857,E85,public,200-9,42.356813,-71.114147,Cambridge,MA,,,,,,,
3554,44927,ELEC,public,GPS,42.410782,-70.996891,Revere,MA,,2.0,,J1772,,,
3555,44929,ELEC,public,GPS,42.132105,-70.916995,Rockland,MA,,2.0,,J1772,,,
3581,45662,ELEC,public,200-9,40.917338,-73.997447,Bergenfield,NJ,,1.0,,J1772,Free,,
3582,45664,ELEC,public,GPS,40.784797,-74.193494,Bloomfield,NJ,,2.0,1.0,CHADEMO J1772,Free,,
3583,45666,ELEC,public,200-9,40.991256,-74.347338,Butler,NJ,,1.0,,J1772,Free,,
3584,45667,ELEC,private,200-9,40.991256,-74.347338,Butler,NJ,,1.0,,J1772,,,
3585,45668,ELEC,public,200-9,39.939502,-75.011984,Cherry Hill,NJ,,1.0,,J1772,Free,,
3586,45669,ELEC,private,200-9,39.939502,-75.011984,Cherry Hill,NJ,,1.0,,J1772,,,
3587,45670,ELEC,public,200-9,40.807195,-74.371329,East Hanover,NJ,,1.0,,J1772,Free,,
3588,45672,ELEC,public,GPS,40.48774,-74.86328,Flemington,NJ,,2.0,,J1772,Free,,
3589,45673,ELEC,private,GPS,40.48774,-74.86328,Flemington,NJ,,1.0,,J1772,,,
3590,45674,ELEC,public,200-9,40.263381,-74.292408,Freehold,NJ,,1.0,,J1772,Free,,
3591,45675,ELEC,private,200-9,40.263381,-74.292408,Freehold,NJ,,1.0,,J1772,,,
3592,45676,ELEC,public,200-9,39.982438,-74.808764,Hainesport,NJ,,1.0,,J1772,Free,,
3593,45678,ELEC,public,200-9,40.229274,-74.672155,Hamilton Square,NJ,,1.0,,J1772,Free,,
3594,45680,ELEC,public,GPS,40.850992,-74.075092,Hasbrouck Heights,NJ,,1.0,,J1772,Free,,
3595,45681,ELEC,private,GPS,40.850992,-74.075092,Hasbrouck Heights,NJ,,1.0,,J1772,,,
3596,45682,ELEC,public,GPS,40.696469,-74.219681,Hillside,NJ,,2.0,1.0,CHADEMO J1772 J1772COMBO,Free,,
3597,45684,ELEC,public,200-8,40.42832,-74.192387,Keyport,NJ,,1.0,,J1772,Free,,
3598,45685,ELEC,private,200-8,40.42832,-74.192387,Keyport,NJ,,1.0,,J1772,,,
3599,45686,ELEC,public,200-9,39.701442,-74.271282,Manahawkin,NJ,,1.0,,J1772,Free,,
3600,45688,ELEC,public,GPS,40.40938,-74.506017,South Brunswick,NJ,,1.0,1.0,CHADEMO J1772 J1772COMBO,Free,,
3601,45689,ELEC,private,GPS,40.40938,-74.506017,South Brunswick,NJ,,1.0,,J1772,,,
3602,45690,ELEC,public,200-9,40.228608,-74.068718,Neptune,NJ,,1.0,,J1772,Free,,
3603,45691,ELEC,private,200-9,40.228608,-74.068718,Neptune,NJ,,1.0,,J1772,,,
3604,45692,ELEC,public,GPS,40.630184,-74.433373,North Plainfield,NJ,,1.0,1.0,CHADEMO J1772,Free,,
3605,45693,ELEC,private,GPS,40.630184,-74.433373,North Plainfield,NJ,,1.0,,J1772,,,
3606,45694,ELEC,public,200-9,40.929732,-74.71888,Stanhope,NJ,,1.0,,J1772,Free,,
3607,45695,ELEC,private,200-9,40.929732,-74.71888,Stanhope,NJ,,1.0,,J1772,,,
3608,45696,ELEC,public,200-9,39.961373,-74.180868,Toms River,NJ,,1.0,,J1772,Free,,
3609,45697,ELEC,private,200-9,39.961373,-74.180868,Toms River,NJ,,1.0,,J1772,,,
3610,45698,ELEC,public,200-8,40.894133,-74.232511,Totowa,NJ,,1.0,1.0,CHADEMO J1772 J1772COMBO,Free,,
3611,45699,ELEC,private,200-8,40.894133,-74.232511,Totowa,NJ,,1.0,,J1772,,,
3612,45700,ELEC,public,GPS,41.053216,-74.120288,Upper Saddle River,NJ,,2.0,1.0,CHADEMO J1772 J1772COMBO,Free,,
3613,45701,ELEC,private,GPS,41.053216,-74.120288,Upper Saddle River,NJ,,1.0,,J1772,,,
3614,45702,ELEC,public,200-9,39.462013,-75.043179,Vineland,NJ,,1.0,,J1772,Free,,
3615,45703,ELEC,private,200-9,39.462013,-75.043179,Vineland,NJ,,1.0,,J1772,,,
3616,45704,ELEC,public,GPS,39.83206,-75.1581,Woodbury,NJ,,3.0,,J1772,Free,,
3617,45705,ELEC,private,GPS,39.83206,-75.1581,Woodbury,NJ,,1.0,,J1772,,,
3667,45769,ELEC,private,200-9,42.054742,-80.105109,Erie,PA,,2.0,,J1772,,,
3693,45812,ELEC,public,200-9,42.119685,-72.626476,West Springfield,MA,,1.0,,J1772,,,
3694,45813,ELEC,private,200-9,42.119685,-72.626476,West Springfield,MA,,1.0,,J1772,,,
3695,45816,ELEC,public,200-9,42.286247,-71.594009,Westborough,MA,,2.0,,J1772,Free,,
3696,45817,ELEC,public,200-9,42.499069,-71.119302,Woburn,MA,,1.0,1.0,CHADEMO J1772 J1772COMBO,,,
3735,45874,ELEC,public,200-9,42.182748,-71.850396,Auburn,MA,,2.0,1.0,CHADEMO J1772 J1772COMBO,,,
3736,45875,ELEC,private,200-9,42.182748,-71.850396,Auburn,MA,,1.0,,J1772,,,
3737,45878,ELEC,public,200-9,41.738842,-70.586069,Bourne,MA,,1.0,1.0,CHADEMO J1772 J1772COMBO,,,
3738,45879,ELEC,private,200-9,41.738842,-70.586069,Bourne,MA,,1.0,,J1772,,,
3739,45880,ELEC,public,GPS,42.063356,-71.058186,Brockton,MA,,1.0,1.0,CHADEMO J1772 J1772COMBO,,,
3740,45881,ELEC,private,GPS,42.063356,-71.058186,Brockton,MA,,1.0,,J1772,,,
3741,45882,ELEC,public,GPS,42.17889,-72.575914,Chicopee,MA,,1.0,1.0,CHADEMO J1772,,,
3742,45886,ELEC,public,200-9,42.340378,-72.606213,Hadley,MA,,1.0,1.0,CHADEMO J1772 J1772COMBO,,,
3743,45887,ELEC,private,200-9,42.340378,-72.606213,Hadley,MA,,1.0,,J1772,,,
3744,45888,ELEC,private,200-8,41.663549,-70.299233,Hyannis,MA,,1.0,,J1772,,,
3745,45889,ELEC,public,200-8,41.663549,-70.299233,Hyannis,MA,,1.0,,J1772,,,
3746,45890,ELEC,public,200-9,41.976052,-70.7127,Kingston,MA,,2.0,1.0,CHADEMO J1772 J1772COMBO,,,
3747,45891,ELEC,private,200-9,41.976052,-70.7127,Kingston,MA,,1.0,,J1772,,,
3748,45892,ELEC,public,200-8,42.520224,-71.70099,Lancaster,MA,,1.0,1.0,CHADEMO J1772 J1772COMBO,,,
3749,45893,ELEC,private,200-8,42.520224,-71.70099,Lancaster,MA,,1.0,,J1772,,,
3750,45894,ELEC,public,200-9,42.509982,-71.008978,Lynnfield,MA,,1.0,1.0,CHADEMO J1772,,,
3751,45895,ELEC,private,200-9,42.509982,-71.008978,Lynnfield,MA,,1.0,,J1772,,,
3752,45896,ELEC,public,200-9,42.351115,-71.500717,Marlborough,MA,,1.0,1.0,CHADEMO J1772 J1772COMBO,,,
3753,45897,ELEC,private,200-9,42.351115,-71.500717,Marlborough,MA,,1.0,,J1772,,,
3754,45898,ELEC,public,200-9,42.412492,-71.106619,Medford,MA,,1.0,1.0,CHADEMO J1772 J1772COMBO,,,
3755,45899,ELEC,private,200-9,42.412492,-71.106619,Medford,MA,,1.0,,J1772,,,
3756,45902,ELEC,public,200-9,41.960366,-71.342187,North Attleboro,MA,,1.0,1.0,CHADEMO J1772,,,
3757,45903,ELEC,private,200-9,41.960366,-71.342187,North Attleboro,MA,,1.0,,J1772,,,
3758,45904,ELEC,public,200-9,42.165417,-70.887748,Norwell,MA,,2.0,1.0,CHADEMO J1772,Free,,
3759,45905,ELEC,private,200-9,42.165417,-70.887748,Norwell,MA,,1.0,,J1772,,,
3760,45906,ELEC,public,200-9,42.192051,-71.18462,Norwood,MA,,1.0,1.0,CHADEMO J1772 J1772COMBO,,,
3761,45907,ELEC,private,200-9,42.192051,-71.18462,Norwood,MA,,1.0,,J1772,,,
3762,45908,ELEC,public,200-9,42.445108,-73.256216,Pittsfield,MA,,1.0,,J1772,,,
3763,45909,ELEC,private,200-9,42.445108,-73.256216,Pittsfield,MA,,1.0,,J1772,,,
3764,45910,ELEC,public,200-9,42.253475,-70.991361,Quincy,MA,,1.0,1.0,CHADEMO J1772,,,
3765,45911,ELEC,private,200-9,42.253475,-70.991361,Quincy,MA,,1.0,,J1772,,,
3766,45912,ELEC,public,GPS,41.904046,-71.017203,Raynham,MA,,1.0,1.0,CHADEMO J1772 J1772COMBO,,,
3767,45913,ELEC,private,GPS,41.904046,-71.017203,Raynham,MA,,1.0,,J1772,,,
3855,46452,ELEC,public,GPS,40.457724,-79.916569,Pittsburgh,PA,,2.0,,J1772,,,
3899,46547,ELEC,public,200-8,41.699374,-72.894672,Bristol,CT,,2.0,1.0,CHADEMO J1772,Free,,
3900,46548,ELEC,public,200-9,41.749499,-72.639362,East Hartford,CT,,2.0,,J1772,Free,,
3901,46549,ELEC,public,GPS,41.277368,-72.871663,East Haven,CT,,1.0,,J1772,Free,,
3902,46550,ELEC,public,GPS,41.763294,-72.678633,Hartford,CT,,2.0,,J1772,Free,,
3903,46551,ELEC,private,200-9,41.323894,-72.928583,New Haven,CT,,1.0,,J1772,,,
3904,46553,ELEC,public,GPS,41.054155,-73.541625,Stamford,CT,,3.0,,J1772,Free,,
4092,46857,ELEC,private,GPS,42.579607,-70.90188,Beverly,MA,,1.0,,J1772,Free,,
4093,46858,ELEC,public,GPS,42.3529541,-71.0579565,Boston,MA,,2.0,,J1772,Free chargers - garage parking rates,,
4244,47182,ELEC,public,200-9,41.963875,-70.699124,Plymouth,MA,,1.0,,J1772,Free,,
4305,47288,CNG,public,200-9,39.411625,-75.03746,Millville,NJ,,,,,,2.0,
4306,47289,CNG,private,200-9,40.734801,-74.127034,Newark,NJ,,,,,,1.0,
4318,47311,E85,private,GPS,40.868691,-72.873968,Upton,NY,,,,,,,
4342,47471,ELEC,public,200-9,41.280829,-70.09553,Nantucket,MA,,2.0,,J1772,Free,,
4343,47473,ELEC,public,200-9,41.258249,-70.063098,Nantucket,MA,,5.0,,J1772,Free,,
4458,47721,ELEC,public,GPS,40.816267,-73.625869,Greenvale,NY,,1.0,,J1772,Free,,
4459,47722,ELEC,private,GPS,40.816267,-73.625869,Greenvale,NY,,1.0,,J1772,,,
4460,47733,ELEC,public,200-9,40.620508,-75.503287,Allentown,PA,,3.0,,J1772,Free,,
4461,47734,ELEC,private,200-9,40.620508,-75.503287,Allentown,PA,,1.0,,J1772,Free,,
4462,47735,ELEC,public,200-9,40.487078,-78.401324,Altoona,PA,,1.0,,J1772,Free,,
4463,47736,ELEC,private,200-9,40.487078,-78.401324,Altoona,PA,,1.0,,J1772,Free,,
4464,47737,ELEC,public,200-9,40.002954,-75.280533,Ardmore,PA,,1.0,,J1772,Free,,
4465,47738,ELEC,private,200-9,40.002954,-75.280533,Ardmore,PA,,1.0,,J1772,Free,,
4466,47739,ELEC,public,GPS,40.780079,-80.390267,Beaver Falls,PA,,1.0,,J1772,Free,,
4467,47740,ELEC,private,GPS,40.780079,-80.390267,Beaver Falls,PA,,1.0,,J1772,,,
4468,47741,ELEC,public,GPS,39.925539,-77.620844,Chambersburg,PA,,1.0,1.0,CHADEMO J1772 J1772COMBO,Free,,
4469,47742,ELEC,private,GPS,39.925539,-77.620844,Chambersburg,PA,,1.0,,J1772,Free,,
4470,47745,ELEC,public,200-9,40.102996,-75.308253,Conshohocken,PA,,3.0,1.0,CHADEMO J1772,Free,,
4471,47746,ELEC,private,200-9,40.102996,-75.308253,Conshohocken,PA,,1.0,,J1772,Free,,
4472,47747,ELEC,public,GPS,40.046627,-75.433254,Devon,PA,,1.0,,J1772,Free,,
4473,47748,ELEC,private,GPS,40.046627,-75.433254,Devon,PA,,1.0,,J1772,Free,,
4474,47749,ELEC,public,200-9,40.334144,-75.13824,Doylestown,PA,,1.0,,J1772,Free,,
4475,47750,ELEC,private,200-9,40.334144,-75.13824,Doylestown,PA,,1.0,,J1772,Free,,
4476,47751,ELEC,public,GPS,40.090978,-76.347247,East Petersburg,PA,,1.0,1.0,CHADEMO J1772 J1772COMBO,Free,,
4477,47752,ELEC,private,GPS,40.090978,-76.347247,East Petersburg,PA,,1.0,,J1772,,,
4478,47753,ELEC,public,200-9,42.030304,-80.062158,Erie,PA,,1.0,,J1772,Free,,
4479,47754,ELEC,private,200-9,42.030304,-80.062158,Erie,PA,,1.0,,J1772,Free,,
4480,47755,ELEC,public,GPS,40.026519,-75.633967,Exton,PA,,1.0,,J1772,Free,,
4481,47756,ELEC,private,GPS,40.026519,-75.633967,Exton,PA,,1.0,,J1772,,,
4482,47757,ELEC,public,200-9,40.182893,-74.86217,Fairless Hills,PA,,1.0,,J1772,Free,,
4483,47758,ELEC,private,200-9,40.182893,-74.86217,Fairless Hills,PA,,1.0,,J1772,Free,,
4484,47759,ELEC,public,200-9,40.138619,-75.006859,Feasterville,PA,,1.0,,J1772,Free,,
4485,47761,ELEC,public,200-9,40.302578,-79.503192,Greensburg,PA,,1.0,,J1772,Free,,
4486,47762,ELEC,private,200-9,40.302578,-79.503192,Greensburg,PA,,1.0,,J1772,Free,,
4487,47763,ELEC,public,200-9,40.252987,-76.820183,Harrisburg,PA,,1.0,,J1772,Free,,
4488,47764,ELEC,private,200-9,40.252987,-76.820183,Harrisburg,PA,,1.0,,J1772,Free,,
4489,47765,ELEC,public,GPS,41.252329,-80.451653,Hermitage,PA,,1.0,,J1772,Free,,
4490,47767,ELEC,public,200-9,40.622852,-79.160508,Indiana,PA,,1.0,,J1772,Free,,
4491,47769,ELEC,public,GPS,40.10762929583178,-75.1241615423279,Jenkintown,PA,,1.0,,J1772,Free,,
4492,47770,ELEC,private,GPS,40.10762929583178,-75.1241615423279,Jenkintown,PA,,1.0,,J1772,Free,,
4493,47771,ELEC,public,200-9,40.338996,-76.447073,Lebanon,PA,,1.0,,J1772,Free,,
4494,47772,ELEC,private,200-9,40.338996,-76.447073,Lebanon,PA,,1.0,,J1772,Free,,
4495,47773,ELEC,public,200-9,40.217505,-75.548137,Limerick,PA,,1.0,,J1772,Free,,
4496,47774,ELEC,private,200-9,40.217505,-75.548137,Limerick,PA,,1.0,,J1772,Free,,
4497,47777,ELEC,public,GPS,40.225361,-75.232603,Montgomeryville,PA,,1.0,1.0,CHADEMO J1772 J1772COMBO,Free,,
4498,47778,ELEC,private,GPS,40.225361,-75.232603,Montgomeryville,PA,,1.0,,J1772,Free,,
4499,47781,ELEC,public,GPS,41.247703,-76.833589,Muncy,PA,,1.0,,J1772,Free,,
4500,47782,ELEC,private,GPS,41.247703,-76.833589,Muncy,PA,,1.0,,J1772,Free,,
4501,47784,ELEC,public,200-9,40.431599,-79.814633,Pittsburgh,PA,,1.0,1.0,CHADEMO J1772,Free,,
4502,47785,ELEC,private,200-9,40.431599,-79.814633,Pittsburgh,PA,,1.0,,J1772,Free,,
4503,47786,ELEC,public,200-9,40.319868,-79.941664,Pleasant Hills,PA,,1.0,,J1772,Free,,
4504,47787,ELEC,private,200-9,40.319868,-79.941664,Pleasant Hills,PA,,1.0,,J1772,Free,,
4505,47788,ELEC,public,200-9,40.758961,-77.876218,State College,PA,,1.0,,J1772,Free,,
4506,47790,ELEC,public,200-9,40.210564,-75.105638,Warminster,PA,,1.0,1.0,CHADEMO J1772 J1772COMBO,Free,,
4507,47791,ELEC,private,200-9,40.210564,-75.105638,Warminster,PA,,1.0,,J1772,Free,,
4508,47792,ELEC,public,GPS,40.189348,-80.213311,Washington,PA,,1.0,1.0,CHADEMO J1772,Free,,
4509,47793,ELEC,private,GPS,40.189348,-80.213311,Washington,PA,,1.0,,J1772,Free,,
4510,47794,ELEC,public,GPS,40.33236521780578,-76.09201986295164,Wernersville,PA,,2.0,,J1772,Free,,
4511,47795,ELEC,private,GPS,40.33236521780578,-76.09201986295164,Wernersville,PA,,1.0,,J1772,,,
4512,47796,ELEC,public,GPS,40.610785,-80.053089,Wexford,PA,,1.0,1.0,CHADEMO J1772,Free,,
4513,47797,ELEC,private,GPS,40.610785,-80.053089,Wexford,PA,,1.0,,J1772,Free,,
4514,47798,ELEC,public,200-9,41.242652,-75.847205,Wilkes Barre,PA,,1.0,,J1772,Free,,
4515,47799,ELEC,private,200-9,41.242652,-75.847205,Wilkes Barre,PA,,1.0,,J1772,Free,,
4516,47800,ELEC,public,200-9,39.981691,-76.699213,York,PA,,1.0,,J1772,Free,,
4517,47802,ELEC,public,GPS,40.747335,-80.114043,Zelienople,PA,,1.0,1.0,CHADEMO J1772,Free,,
4518,47803,ELEC,private,GPS,40.747335,-80.114043,Zelienople,PA,,1.0,,J1772,Free,,
4519,47804,ELEC,public,200-8,41.582116,-71.49459,North Kingstown,RI,20.0,10.0,,J1772 NEMA520,Free,,
4595,47996,CNG,public,200-8,40.615075,-80.226421,Ambridge,PA,,,,,,2.0,
4601,48008,CNG,public,200-9,39.364474,-74.471962,Atlantic City,NJ,,,,,,2.0,
4602,48010,CNG,private,200-8,40.784482,-73.5159,Syosset,NY,,,,,,4.0,
4642,48105,ELEC,public,GPS,39.960629,-75.172012,Philadelphia,PA,,1.0,,J1772,,,
4720,48305,ELEC,public,200-8,40.437014,-79.758458,Monroeville,PA,,2.0,,J1772,Free,,
4721,48308,ELEC,public,200-9,40.454312,-79.948765,Pittsburgh,PA,,1.0,,J1772,Free,,
4771,48406,ELEC,public,GPS,39.417467,-74.53968,Egg Harbor Township,NJ,,4.0,,J1772,Free,,
4782,48471,BD,private,GPS,40.868691,-72.873968,Upton,NY,,,,,,,
4810,48558,E85,public,GPS,42.155986,-71.964853,Charlton,MA,,,,,,,
4824,48619,ELEC,public,GPS,41.386805,-72.436701,Deep River,CT,1.0,1.0,,J1772 NEMA520,Free,,
4852,48749,LPG,public,200-9,41.398261,-73.44976,Danbury,CT,,,,,,,"[""ACME""]"
4857,48856,ELEC,public,200-9,42.55235,-70.962101,Danvers,MA,,2.0,,J1772,Free,,
4860,48893,BD,public,200-9,42.231607,-75.916744,Castle Creek,NY,,,,,,,
4867,48907,CNG,private,200-9,43.182614,-78.984194,Lewiston,NY,,,,,,40.0,
4868,48908,CNG,public,GPS,41.17288847979592,-79.34168206162417,Clarion,PA,,,,,,1.0,
4869,48910,CNG,public,200-9,40.179253,-74.800407,Fairless Hills,PA,,,,,,2.0,
4870,48911,CNG,public,200-8,39.87495,-75.262024,Lester,PA,,,,,,1.0,
4882,48939,E85,public,GPS,42.140125,-72.024614,Charlton,MA,,,,,,,
4883,48941,E85,public,GPS,42.244817,-71.592092,Westborough,MA,,,,,,,
4888,48952,E85,public,200-9,40.613161,-75.571573,Allentown,PA,,,,,,,
4909,49026,ELEC,public,GPS,42.543673,-71.466175,Littleton,MA,,2.0,,J1772,,,
4910,49035,ELEC,public,GPS,40.745046,-74.26042,South Orange,NJ,3.0,3.0,,J1772 NEMA520,Free,,
4931,49155,ELEC,public,GPS,41.370989,-72.054118,Groton,CT,,1.0,,J1772,,,
4932,49157,ELEC,public,200-9,41.916161,-71.908102,Putnam,CT,,3.0,,J1772,Free,,
4933,49158,ELEC,public,GPS,41.331117,-73.472615,Ridgefield,CT,,2.0,,J1772,Free,,
4934,49159,ELEC,public,200-9,41.056092,-73.537286,Stamford,CT,,4.0,,J1772,Free,,
4935,49160,ELEC,public,200-9,41.052215,-73.540733,Stamford,CT,,3.0,,J1772,Free,,
4936,49161,ELEC,public,200-9,41.051637,-73.542499,Stamford,CT,,3.0,,J1772,Free,,
4937,49162,ELEC,public,GPS,41.803497,-73.121223,Torrington,CT,,1.0,,J1772,Free,,
4938,49163,ELEC,public,GPS,41.759108,-72.744596,West Hartford,CT,,1.0,,J1772,Free,,
4939,49164,ELEC,public,GPS,41.760873,-72.740521,West Hartford,CT,,1.0,,J1772,Free,,
4940,49165,ELEC,public,200-9,41.192802,-73.43124,Wilton,CT,,1.0,,J1772,Free,,
4946,49199,ELEC,private,200-8,40.503726,-79.870581,Pittsburgh,PA,,1.0,,J1772,Free,,
4947,49200,ELEC,public,GPS,40.456477,-79.935137,Pittsburgh,PA,,1.0,,J1772,Free,,
4958,49285,CNG,private,200-8,43.07816,-75.998345,Minoa,NY,,,,,,,
4972,49313,E85,public,GPS,42.95248,-78.60289,Clarence,NY,,,,,,,
4993,49404,ELEC,public,GPS,44.478,-73.21038,Burlington,VT,,1.0,,J1772,,,
4994,49406,ELEC,private,GPS,43.1769,-73.05818,Manchester,VT,,1.0,,J1772,,,
4995,49408,ELEC,public,200-9,44.426201,-73.211998,South Burlington,VT,,1.0,,J1772,Free,,
4999,49459,ELEC,public,GPS,40.441085,-79.962199,Pittsburgh,PA,,2.0,,J1772,Free,,
5000,49460,ELEC,public,GPS,40.442208,-79.961653,Pittsburgh,PA,,5.0,,J1772,,,
5038,49676,ELEC,public,200-9,43.216099,-77.73619,Rochester,NY,,3.0,,J1772,Free,,
5039,49678,ELEC,public,GPS,40.964447,-73.840117,Yonkers,NY,,1.0,1.0,CHADEMO J1772,Free,,
5040,49679,ELEC,private,GPS,40.964447,-73.840117,Yonkers,NY,,2.0,,J1772,,,
5053,49696,ELEC,public,GPS,39.910283,-75.223483,Philadelphia,PA,,1.0,1.0,CHADEMO J1772,Free,,
5054,49697,ELEC,private,GPS,39.910283,-75.223483,Philadelphia,PA,,1.0,,J1772,Free,,
5055,49698,ELEC,public,GPS,39.953071,-75.16003,Philadelphia,PA,,1.0,,J1772,,,
5056,49700,ELEC,public,GPS,40.390722,-80.040469,Pittsburgh,PA,,2.0,,J1772,Free,,
5057,49701,ELEC,private,GPS,40.390722,-80.040469,Pittsburgh,PA,,1.0,,J1772,Free,,
5058,49704,ELEC,public,200-9,39.888301,-75.354763,Swarthmore,PA,,1.0,,J1772,Free,,
5059,49705,ELEC,private,200-9,39.888301,-75.354763,Swarthmore,PA,,1.0,,J1772,Free,,
5060,49706,ELEC,public,200-9,41.822692,-71.348906,East Providence,RI,,1.0,1.0,CHADEMO J1772 J1772COMBO,Free,,
5061,49707,ELEC,private,200-9,41.822692,-71.348906,East Providence,RI,,1.0,,J1772,Free,,
5062,49708,ELEC,public,GPS,41.51931,-71.290753,Middletown,RI,,1.0,1.0,CHADEMO J1772,Free,,
5063,49710,ELEC,private,200-8,41.96108,-71.494611,North Smithfield,RI,,1.0,,J1772,Free,,
5064,49711,ELEC,public,GPS,41.671765,-71.500169,West Warwick,RI,,1.0,1.0,CHADEMO J1772 J1772COMBO,Free,,
5065,49712,ELEC,private,GPS,41.671765,-71.500169,West Warwick,RI,,1.0,,J1772,Free,,
5085,49756,ELEC,public,200-9,44.438669,-73.2108,South Burlington,VT,,2.0,2.0,CHADEMO J1772 J1772COMBO,Free,,
5086,49757,ELEC,private,200-9,44.438669,-73.2108,South Burlington,VT,,1.0,,J1772,,,
5118,49809,ELEC,public,200-9,42.715137,-71.139068,Lawrence,MA,,,2.0,CHADEMO J1772COMBO,Free,,
5169,49898,ELEC,public,200-8,40.573827,-74.290584,Avenel,NJ,,1.0,,J1772,Free,,
5170,49900,ELEC,public,GPS,40.575337,-74.571677,Bridgewater,NJ,,2.0,1.0,CHADEMO J1772 J1772COMBO,Free,,
5171,49901,ELEC,private,GPS,40.575337,-74.571677,Bridgewater,NJ,,1.0,,J1772,,,
5172,49902,ELEC,public,200-9,40.864552,-74.50632,Denville,NJ,,1.0,1.0,CHADEMO J1772 J1772COMBO,Free,,
5173,49903,ELEC,private,200-9,40.864552,-74.50632,Denville,NJ,,1.0,,J1772,,,
5174,49905,ELEC,public,GPS,40.71696,-74.09634,Jersey City,NJ,,1.0,,J1772,Free,,
5175,49906,ELEC,private,GPS,40.71696,-74.09634,Jersey City,NJ,,1.0,,J1772,,,
5176,49907,ELEC,public,200-9,40.338246,-74.068682,Red Bank,NJ,,1.0,2.0,CHADEMO J1772 J1772COMBO,Free,,
5178,49909,ELEC,private,200-9,40.338246,-74.068682,Red Bank,NJ,,1.0,,J1772,,,
5179,49910,ELEC,public,200-9,40.687162,-74.31859,Springfield,NJ,,1.0,1.0,CHADEMO J1772 J1772COMBO,Free,,
5180,49911,ELEC,private,200-9,40.687162,-74.31859,Springfield,NJ,,1.0,,J1772,,,
5181,49912,ELEC,public,200-8,39.727845,-75.031104,Turnersville,NJ,,1.0,1.0,CHADEMO J1772,Free,,
5182,49913,ELEC,private,200-8,39.727845,-75.031104,Turnersville,NJ,,2.0,,J1772,,,
